,filter,benchmark,noise_level,information_retention,jaccard,degree_assortativity,average_clustering,average_shortest_path_length,density,average_degree_connectivity,transitivity,true_positive,true_negative,false_positive,false_negative,precision,recall,f1_score,filename,weighted
23,,,0.1,0.6428196471378492,0.9032258064516129,1.0389442329698642,0.9910240675569614,0.9841644381521683,1.00408083948698,1.034577278093046,1.0067442602040817,196,0,21,0,0.9032258064516129,1.0,0.9491525423728814,barabasi_albert_graph100,False
24,,,0.2,0.5493749882087097,0.8032786885245902,1.074385588217004,0.9823949027254624,0.9621414713439254,1.0093276331130976,1.0850428614930931,1.0104886818250876,196,1,48,0,0.8032786885245902,1.0,0.8909090909090909,barabasi_albert_graph100,False
25,,,0.3,0.3466826208644285,0.7195571955719557,1.1040377640617467,0.9883852476115337,0.9455193749672277,1.0143801010493585,1.096583355493787,1.0263321870763265,195,9,75,1,0.7222222222222222,0.9948979591836735,0.8369098712446352,barabasi_albert_graph100,False
26,,,0.4,0.2582795511141961,0.6360655737704918,1.14294218325201,0.9931812643999144,0.9277961302501181,1.0207928488146134,1.1846287046040116,1.04575946409098,194,21,109,2,0.6402640264026402,0.9897959183673469,0.7775551102204409,barabasi_albert_graph100,False
27,,,0.5,0.06883089304001656,0.5549132947976878,1.19203527176768,1.004888635209233,0.9036757380315663,1.028371550719005,1.231973021134016,1.0629230008329862,192,46,150,4,0.5614035087719298,0.9795918367346939,0.7137546468401487,barabasi_albert_graph100,False
28,,,0.1,0.6428196471378492,0.9032258064516129,1.0389442329698642,0.9910240675569614,0.9841644381521683,1.00408083948698,1.034577278093046,1.0067442602040817,196,0,21,0,0.9032258064516129,1.0,0.9491525423728814,barabasi_albert_graph100,False
29,,,0.2,0.5493749882087097,0.8032786885245902,1.074385588217004,0.9823949027254624,0.9621414713439254,1.0093276331130976,1.0850428614930931,1.0104886818250876,196,1,48,0,0.8032786885245902,1.0,0.8909090909090909,barabasi_albert_graph100,False
30,,,0.3,0.3466826208644285,0.7195571955719557,1.1040377640617467,0.9883852476115337,0.9455193749672277,1.0143801010493585,1.096583355493787,1.0263321870763265,195,9,75,1,0.7222222222222222,0.9948979591836735,0.8369098712446352,barabasi_albert_graph100,False
31,,,0.4,0.2582795511141961,0.6360655737704918,1.14294218325201,0.9931812643999144,0.9277961302501181,1.0207928488146134,1.1846287046040116,1.04575946409098,194,21,109,2,0.6402640264026402,0.9897959183673469,0.7775551102204409,barabasi_albert_graph100,False
32,,,0.5,0.06883089304001656,0.5549132947976878,1.19203527176768,1.004888635209233,0.9036757380315663,1.028371550719005,1.231973021134016,1.0629230008329862,192,46,150,4,0.5614035087719298,0.9795918367346939,0.7137546468401487,barabasi_albert_graph100,False
33,,,,4.891306714737373e-10,0.0,,,,,,,,,,,,,,barabasi_albert_graph100,False
34,,,0.1,4.891306714737373e-10,0.0,,,,,,,0,21,0,196,0.0,0.0,0.0,barabasi_albert_graph100,False
35,,,0.2,4.891306714737373e-10,0.0,,,,,,,0,49,0,196,0.0,0.0,0.0,barabasi_albert_graph100,False
36,,,0.3,4.891306714737373e-10,0.0,,,,,,,0,84,0,196,0.0,0.0,0.0,barabasi_albert_graph100,False
37,,,0.4,4.891306714737373e-10,0.0,,,,,,,0,130,0,196,0.0,0.0,0.0,barabasi_albert_graph100,False
38,,,0.5,4.891306714737373e-10,0.0,,,,,,,0,196,0,196,0.0,0.0,0.0,barabasi_albert_graph100,False
39,,,0.1,4.891306714737373e-10,0.0,,,,,,,0,0,0,0,0.0,0.0,0.0,barabasi_albert_graph100,False
40,,,0.2,4.891306714737373e-10,0.0,,,,,,,0,0,0,0,0.0,0.0,0.0,barabasi_albert_graph100,False
41,,,0.3,4.891306714737373e-10,0.0,,,,,,,0,0,0,0,0.0,0.0,0.0,barabasi_albert_graph100,False
42,,,0.4,4.891306714737373e-10,0.0,,,,,,,0,0,0,0,0.0,0.0,0.0,barabasi_albert_graph100,False
43,,,0.5,4.891306714737373e-10,0.0,,,,,,,0,0,0,0,0.0,0.0,0.0,barabasi_albert_graph100,False
44,,,,0.2998704973846904,0.8928571428571429,0.9801065861183601,0.9388593978909867,1.094174400922867,0.9945588806840264,0.8538584732607669,0.980599742253169,,,,,,,,barabasi_albert_graph100,False
45,,,0.1,0.49970939046394935,0.7793427230046949,1.0373474321523097,0.9511807495568488,1.078758324157097,0.9974737660318693,0.8243412298418059,0.9895752895752896,166,4,17,30,0.907103825136612,0.8469387755102041,0.8759894459102903,barabasi_albert_graph100,False
46,,,0.2,0.2824773109767435,0.6398305084745762,1.055716420827976,0.953414300633077,1.0574170206072047,0.9990283715507189,0.7829501606866269,0.9894131580302432,151,9,40,45,0.7905759162303665,0.7704081632653061,0.7803617571059431,barabasi_albert_graph100,False
47,,,0.3,0.4057318087334376,0.5647058823529412,1.1251508793603806,0.9373016627716048,1.0571548424309163,1.0013602798289933,0.8302320611706931,0.9951020408163266,144,25,59,52,0.7093596059113301,0.7346938775510204,0.7218045112781954,barabasi_albert_graph100,False
48,,,0.4,0.5889039723781002,0.48727272727272725,1.1092677596024578,0.9105358804549146,1.0630800692150386,1.0033035367275553,0.7794512956987464,0.9889937163862884,134,51,79,62,0.6291079812206573,0.6836734693877551,0.6552567237163814,barabasi_albert_graph100,False
49,,,0.5,0.2645823148061616,0.37333333333333335,1.1598071989189656,0.9187681628046335,1.0721514341146243,1.003886513797124,0.7868153177254018,1.000166521731086,112,92,104,84,0.5185185185185185,0.5714285714285714,0.5436893203883495,barabasi_albert_graph100,False
